candidate,entry,expected_exit,old_exit,old_clock,new_clock,old_price,new_price,new_trigger,old_cash,new_cash,change,note
H00,2026-08-17,2026-08-18,2026-08-18,14:50,14:50,66.17,66.16000366210938,fixed,1939.1604472620174,1949.1632375158404,10.002790253822923,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H00,2026-08-27,2026-08-28,2026-08-28,14:50,14:50,64.25,64.25,fixed,-504.596257352993,-504.59625735299375,-7.389644451905042e-13,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H00,2026-09-01,2026-09-02,2026-09-02,14:50,14:50,61.8,61.79999923706055,fixed,1028.038621878012,1028.0393853099158,0.0007634319038061221,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H01,2026-06-10,2026-06-11,2026-06-11,09:30,09:30,69.82,69.81999969482422,observed_gap_then_continuous_open,1183.4837477370088,1183.4840531097561,0.0003053727473343315,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H01,2026-07-01,2026-07-02,2026-07-02,09:30,09:30,67.46,67.45999908447266,observed_gap_then_continuous_open,2416.301000658004,2416.301916776292,0.000916118287932477,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H01,2026-07-15,2026-07-16,2026-07-16,09:30,09:30,62.35,62.34999847412109,observed_gap_then_continuous_open,1156.9049593290067,1156.9064861928289,0.0015268638221641595,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H01,2026-08-24,2026-08-25,2026-08-25,09:30,09:30,58.75,58.75,observed_gap_then_continuous_open,1542.915809955003,1542.9158099550016,-1.3642420526593924e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-05-20,2026-05-21,2026-05-21,09:25,09:25,69.2,69.2,planned_open,-1172.7037288349884,-1172.7037288349882,2.2737367544323206e-13,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-05-21,2026-05-22,2026-05-22,09:25,09:25,66.11,66.11,planned_open,-727.674763346993,-727.674763346996,-2.9558577807620168e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-05-25,2026-05-26,2026-05-26,09:25,09:25,69.86,69.86,planned_open,314.4083429880128,314.4083429880143,1.4779288903810084e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-06-10,2026-06-11,2026-06-11,09:25,09:25,69.82,69.82,planned_open,1183.4837477370088,1183.4837477370033,-5.4569682106375694e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-06-16,2026-06-17,2026-06-17,09:25,09:25,71.7,71.7,planned_open,1070.2434722400117,1070.2434722400087,-2.9558577807620168e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-06-18,2026-06-22,2026-06-22,09:25,09:25,78.08,78.08,planned_open,-139.8061439999872,-139.806143999987,1.9895196601282805e-13,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-06-25,2026-06-26,2026-06-26,09:25,09:25,75.0,75.0,planned_open,1853.4300461730047,1853.430046173002,-2.7284841053187847e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-07-10,2026-07-13,2026-07-13,09:25,09:25,65.3,65.3,planned_open,851.9663600190111,851.9663600190067,-4.320099833421409e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-07-15,2026-07-16,2026-07-16,09:25,09:25,62.35,62.35,planned_open,1156.9049593290067,1156.9049593290065,-2.2737367544323206e-13,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-07-28,2026-07-29,2026-07-29,09:25,09:25,58.08,58.08,planned_open,-103.99514399998719,-103.99514399998603,1.1652900866465643e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-08-17,2026-08-18,2026-08-18,09:25,09:25,67.7,67.7,planned_open,408.172874031018,408.1728740310157,-2.3305801732931286e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-08-27,2026-08-28,2026-08-28,09:25,09:25,64.04,64.04,planned_open,-294.4607080859971,-294.4607080859978,-6.821210263296962e-13,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H02,2026-09-01,2026-09-02,2026-09-02,09:25,09:25,61.72,61.72,planned_open,1108.0902596940127,1108.0902596940127,0.0,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H03,2026-06-10,2026-06-11,2026-06-11,09:25,09:25,69.82,69.82,planned_open,1183.4837477370088,1183.4837477370033,-5.4569682106375694e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H03,2026-07-01,2026-07-02,2026-07-02,09:25,09:25,67.46,67.46,planned_open,2416.301000658004,2416.3010006580043,4.547473508864641e-13,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H03,2026-07-15,2026-07-16,2026-07-16,09:25,09:25,62.35,62.35,planned_open,1156.9049593290067,1156.9049593290065,-2.2737367544323206e-13,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
H03,2026-08-24,2026-08-25,2026-08-25,09:25,09:25,58.75,58.75,planned_open,1542.915809955003,1542.9158099550016,-1.3642420526593924e-12,"same decision cadence, qualified 1m aggregated; paired opportunities, not whole history account"
