date,code,open,high,low,close,preclose,volume,amount,adjustflag,tradestatus,pctChg,signal_close,chain_return_error_pct,action_ratio,stage,stage_v3,ordinal,vr,r3,r5,clv,upper,bias20,decelerate,gap,rt_cash,rt_pct,pt_cash,pt_pct,extra_cash_needed,later_open,down,env_MKT20,env_REL20,env_VOL,env_ACT,signal_BASE,signal_MKT20_high,signal_MKT20_low,signal_REL20_high,signal_REL20_low,signal_VOL_high,signal_VOL_low,signal_ACT_high,signal_ACT_low,feature_valid
2018-12-25,sh.601138,11.73,11.82,11.49,11.78,11.9,18790533,218768554.0,3,1,-1.008402,85.54829339143059,1.3613445453142248e-06,1.0,R,R,135,0.5625394271305203,-0.2514668901927974,-3.094462540716625,0.739130434782607,0.2608695652173929,-0.3808965719308554,False,-1.4285714285714235,-83.71423524999739,-0.7136763448422624,16.2357902500008,0.1384125341006035,83.71423524999739,,0,-0.018946661438537737,0.033439415061725986,,,False,False,False,False,False,False,False,False,False,False
2018-12-26,sh.601138,11.73,11.84,11.72,11.78,11.78,10828178,127505889.0,3,1,0.0,85.54829339143059,0.0,1.0,R,R,136,0.8148937183114836,-1.1102230246251564e-14,-3.67947669664761,0.878787878787876,0.1212121212121239,-1.434966322218978,True,-0.4244482173174746,-83.71423524999739,-0.7136763448422624,16.2357902500008,0.1384125341006035,83.71423524999739,,0,-0.02713347955220835,0.03742507474946366,,,False,False,False,False,False,False,False,False,False,False
2018-12-27,sh.601138,11.92,11.97,11.56,11.56,11.78,15349120,180863504.0,3,1,-1.867566,83.95061728395056,6.156196939333114e-06,1.0,D,D,137,0.4747237530102983,0.1700680272108679,-1.257334450963976,0.4999999999999926,0.5000000000000074,-1.4308426073132208,False,1.1884550084889645,326.1111618000002,2.735831894295304,-393.529021799998,-3.301417968120788,0.0,,1,-0.03975922230387696,0.038911045883181505,,,False,False,False,False,False,False,False,False,False,False
2018-12-28,sh.601138,11.6,11.72,11.54,11.59,11.56,12788348,148621779.0,3,1,0.259513,84.16848220769783,2.570934243384393e-06,1.0,R,R,138,0.6871208331843274,-2.857142857142858,-1.8675721561969616,0.0,0.1219512195121968,-3.3121445299431285,True,0.3460207612456578,-23.42109994999753,-0.2019060340517028,-43.41110504999935,-0.3742336642241323,23.42109994999753,,1,-0.03285642563437652,0.04158242912477783,,,False,False,False,False,False,False,False,False,False,False
2019-01-02,sh.601138,11.66,11.7,11.53,11.6,11.59,11544000,133953196.0,3,1,0.086283,84.24110384894693,1.723037092671298e-06,1.0,R,R,139,0.5753562498447119,-1.6129032258064613,-1.4455782312925325,0.2777777777777794,0.6666666666666666,-3.085542269420538,False,0.6039689387403069,26.4832303000008,0.2271289048027512,-93.4568002999992,-0.8015162975986209,0.0,,1,-0.03643129341117923,0.0416351095430092,,,False,False,False,False,False,False,False,False,False,False
2019-01-03,sh.601138,11.57,11.69,11.52,11.52,11.6,10639586,123163694.0,3,1,-0.689654,83.6601307189542,1.1724137944923996e-06,1.0,D,D,140,0.5631944879222665,-1.5280135823429464,-2.5210084033613467,0.4117647058823548,0.2352941176470539,-2.8394337884244947,True,-0.2586206896551646,16.659885250001743,0.1439920937770245,-83.29014024999826,-0.719880209593762,0.0,,1,-0.07138283214014762,0.0380494988068143,,,False,False,False,False,False,False,False,False,False,False
2019-01-04,sh.601138,11.36,11.66,11.22,11.65,11.52,20738257,238358331.0,3,1,1.128465,84.60421205519242,7.222222232039499e-06,1.0,D,D,141,0.5490403712889622,-0.3460207612456578,-2.2071307300509213,0.0,0.7058823529411722,-3.2745591939546626,True,-1.388888888888895,-323.089421450001,-2.844097019806347,256.6207264500026,2.2589852680457976,323.089421450001,,0,-0.07561824890649016,0.027684364608969725,,,False,False,False,False,False,False,False,False,False,False
2019-01-07,sh.601138,11.76,11.76,11.61,11.74,11.65,19142910,224007892.0,3,1,0.772533,85.25780682643423,8.111588093440147e-07,1.0,D,D,142,1.129018562554407,0.5176876617774218,-1.1035653650254384,0.9772727272727276,0.0227272727272722,-1.9153862344769457,False,0.9442060085836924,-13.7391199,-0.1168292508503401,-53.71913009999818,-0.4567953239795764,13.7391199,,1,-0.05092336983287449,-0.001922158622409742,,,False,False,False,False,False,False,False,False,False,False
2019-01-08,sh.601138,11.7,11.84,11.66,11.73,11.74,14429906,169622210.0,3,1,-0.085181,85.18518518518515,2.1243611639243376e-06,1.0,D,D,143,1.0648295745686864,1.206896551724146,1.557093425605549,0.8666666666666698,0.0,-1.0660262082332617,True,-0.3407155025553776,-63.64345015000015,-0.5439611123931637,-3.6734348499983263,-0.0313968790598147,63.64345015000015,,0,-0.027672933281794987,0.009278284452363561,,,False,False,False,False,False,False,False,False,False,False
2019-01-09,sh.601138,11.78,12.35,11.71,12.12,11.73,54144684,658337145.0,3,1,3.324811,88.01742919389973,2.815856797955263e-06,1.0,D,D,144,0.7991383781191009,1.822916666666674,1.2079378774806138,0.388888888888891,0.6111111111111089,-1.0710972421354437,True,0.4262574595055302,-373.9631116999989,-3.174559522071298,305.6970617000011,2.5950514575551877,373.9631116999989,,0,-0.030479065285639817,0.014539467970203668,,,False,False,False,False,False,False,False,False,False,False
2019-01-10,sh.601138,12.08,12.14,11.96,12.03,12.12,22561240,271862281.0,3,1,-0.742576,87.3638344226579,1.7425742567800384e-06,1.0,C,C,145,2.710173776435742,4.034334763948477,4.482758620689653,0.6406249999999987,0.3593750000000013,2.131962585320624,False,-0.3300330033003229,15.629940250001525,0.1293869225993503,-84.32008524999847,-0.6980139507450204,0.0,,1,-0.015568474902324603,0.03234699839225752,,,False,False,False,False,False,False,False,False,False,False
2019-01-11,sh.601138,12.02,12.25,12.02,12.17,12.03,22902782,278279428.0,3,1,1.16376,88.3805374001452,2.726517031703679e-06,1.0,C,C,146,1.1120755360634065,2.470187393526402,4.427083333333326,0.3888888888888812,0.3333333333333366,1.3607448287483723,True,-0.0831255195344993,-184.3508907499993,-1.5337012541597284,115.49918575000066,0.96089172836939,184.3508907499993,,0,-0.02274016918470012,0.025240169184700068,,,False,False,False,False,False,False,False,False,False,False
2019-01-14,sh.601138,12.21,12.29,12.08,12.1,12.17,16924854,205647854.0,3,1,-0.575182,87.87218591140154,2.880854562348212e-06,1.0,C,C,147,1.1136622224152986,3.7510656436487535,4.463519313304709,0.6521739130434786,0.3478260869565214,2.505790692777432,False,0.3286770747740419,75.39800555000116,0.6175102829647925,-144.4920505500025,-1.1833910773955978,0.0,,1,-0.01856963006004253,0.025186668935145762,,,False,False,False,False,False,False,False,False,False,False
2019-01-15,sh.601138,12.07,12.34,12.03,12.28,12.1,29298825,358364638.0,3,1,1.487598,89.1793754538852,5.305785123477236e-06,1.0,C,R,148,0.8448344201600027,-0.1650165016501614,3.0664395229982766,0.0952380952380936,0.3809523809523745,1.976317896422386,True,-0.2479338842975131,-244.48246604999565,-2.025538243993336,175.3076410500007,1.452424532311522,244.48246604999565,,0,-0.03731289736827226,0.02587498887153994,,,False,False,False,False,False,False,False,False,False,False
2019-01-16,sh.601138,12.3,12.31,12.08,12.12,12.28,20722113,252331941.0,3,1,-1.30293,88.01742919389972,1.5960912058687882e-06,1.0,C,C,149,1.509617103885157,2.078137988362428,4.688832054560943,0.8064516129032245,0.1935483870967755,3.3974655832947454,False,0.1628664495114007,145.25195090000088,1.1809101699187063,-214.5681409000028,-1.7444564300813232,0.0,,1,-0.009020179354908286,0.02726230207464253,,,False,False,False,False,False,False,False,False,False,False
2019-01-17,sh.601138,12.15,12.18,11.93,11.95,12.12,18955904,228227231.0,3,1,-1.402641,86.78286129266516,7.359735998413441e-07,1.0,C,R,150,1.089583434627882,-0.4108463434675746,-1.1102230246251564e-14,0.1739130434782568,0.0434782608695642,2.1190546404347588,True,0.2475247524752477,165.5650760000025,1.3626755226337657,-234.23502599999927,-1.9278602962962903,0.0,,1,-0.01060480613154946,-0.0024245098293628198,,,False,False,False,False,False,False,False,False,False,False
2019-01-18,sh.601138,11.91,12.09,11.91,12.05,11.95,17226953,206933275.0,3,1,0.836823,87.50907770515609,2.916317978329808e-06,1.0,C,R,151,0.9881382102089736,-1.2396694214876105,-0.6650041562759834,0.0799999999999983,0.1199999999999974,0.8056012484710218,True,-0.3347280334727975,-174.12364569999957,-1.461995345927788,105.73642570000226,0.8877953459278107,174.12364569999957,,0,-0.006602373858449417,-0.016292147809580215,,,False,False,False,False,False,False,False,False,False,False
2019-01-21,sh.601138,12.02,12.12,12.0,12.07,12.05,15562934,187871240.0,3,1,0.165971,87.65432098765427,4.10373443923695e-06,1.0,C,C,152,0.8993300051489354,-1.8729641693810968,-0.9860312243221148,0.7777777777777821,0.2222222222222178,1.5977403988027603,False,-0.2489626556016699,-84.29989025000008,-0.7013302017470888,15.650135250001746,0.130200792429299,84.29989025000008,,0,0.01821567068552543,-0.008156995077813756,,,False,False,False,False,False,False,False,False,False,False
2019-01-22,sh.601138,12.07,12.09,11.82,11.88,12.07,15209698,181827807.0,3,1,-1.574147,86.27450980392153,3.787075390171424e-06,1.0,C,C,153,0.8235956829665073,-0.412541254125387,-0.2479338842975131,0.5833333333333395,0.4166666666666605,1.6421052631579114,True,0.0,155.72153595000145,1.2901535704225473,-224.0885609499985,-1.8565746557580656,0.0,,1,0.029272154706109443,-0.004654158101695227,,,False,False,False,False,False,False,False,False,False,False
2019-01-23,sh.601138,11.86,11.94,11.83,11.84,11.88,11145124,132354185.0,3,1,-0.3367,85.98402323892516,3.367003462706464e-07,1.0,R,R,154,0.7991601747427578,-0.5857740585773819,-3.2573289902279923,0.2222222222222244,0.0740740740740726,-0.0084167999326534,True,-0.1683501683501842,-13.941069900000365,-0.1175469637436792,-53.92108009999855,-0.4546465438448444,13.941069900000365,,1,0.02521768504719324,-0.015013603414540055,,,False,False,False,False,False,False,False,False,False,False
2019-01-24,sh.601138,11.85,11.89,11.7,11.85,11.84,13255149,156690931.0,3,1,0.084461,86.05664488017423,1.540540548336522e-06,1.0,R,D,155,0.5882791774272196,-1.742738589211612,-2.3102310231022827,0.0909090909090894,0.7272727272727316,-0.319919178312833,False,0.0844594594594516,-33.93107499999854,-0.2863381856539961,-33.93107499999854,-0.2863381856539961,33.93107499999854,,0,0.021367966135432015,-0.026409982942154575,,,False,False,False,False,False,False,False,False,False,False
2019-01-25,sh.601138,11.87,11.93,11.79,11.8,11.85,13503771,160127731.0,3,1,-0.421942,85.69353667392878,1.0717299629425805e-06,1.0,R,R,156,0.7100264585667057,-1.822700911350472,-0.8368200836820106,0.7894736842105229,0.2105263157894771,-0.2651180406514575,False,0.1687763713080103,36.06423535000087,0.3038267510530823,-103.86580034999548,-0.8750278041280158,0.0,,1,0.03468274553969786,-0.028740470497253146,,,False,False,False,False,False,False,False,False,False,False
2019-01-28,sh.601138,11.88,11.92,11.75,11.76,11.8,11265865,133441187.0,3,1,-0.338983,85.4030501089324,5.0847463406444866e-08,1.0,R,R,157,0.7181975251027561,-0.6734006734006925,-2.0746887966805017,0.0714285714285823,0.4285714285714304,-0.6942983378918632,True,0.6779661016949268,86.06954060000211,0.7244910824916002,-153.8105205999997,-1.294701351851849,0.0,,1,0.041400268103060744,-0.03970247523379089,,,False,False,False,False,False,False,False,False,False,False
2019-01-29,sh.601138,11.73,11.77,11.45,11.56,11.76,16048591,186154031.0,3,1,-1.700679,83.95061728395058,1.2721088342715348e-06,1.0,R,R,158,0.6057520741524055,-0.6756756756757021,-2.568351284175652,0.0588235294117634,0.2352941176470539,-1.1141475719991578,False,-0.255102040816324,136.39796584999957,1.162813008098888,-203.43212084999865,-1.7342891803068936,0.0,,1,0.045866313128099634,-0.028565275065815854,,,False,False,False,False,False,False,False,False,False,False
2019-01-30,sh.601138,11.57,11.72,11.57,11.58,11.56,10307376,119995798.0,3,1,0.173006,84.09586056644875,4.380622828925596e-06,1.0,R,D,159,0.855415833009406,-2.447257383966228,-2.6936026936026924,0.3437500000000034,0.1249999999999972,-2.783617862248755,True,0.0865051903114144,-43.37071504999891,-0.3748549269662827,-23.38070994999891,-0.2020804662921254,43.37071504999891,,0,0.040241052553915635,-0.04282949086280241,,,False,False,False,False,False,False,False,False,False,False
2019-01-31,sh.601138,11.64,11.72,11.49,11.5,11.58,14152099,163889905.0,3,1,-0.690846,83.51488743645602,2.8670120777452013e-07,1.0,R,D,160,0.5512164419657882,-1.8644067796610095,-2.195945945945965,0.066666666666665,0.9333333333333348,-2.6072329688814238,False,0.5181347150259086,106.5644207000021,0.915501896048128,-173.2956506999979,-1.488794249999982,0.0,,1,0.04473467838076717,-0.04645881631180171,,,False,False,False,False,False,False,False,False,False,False
2019-02-01,sh.601138,11.58,11.94,11.55,11.9,11.5,18711481,219933106.0,3,1,3.478258,86.41975308641972,2.8695652196653043e-06,1.0,R,D,161,0.7497819961314603,-2.2108843537414824,-2.953586497890281,0.0434782608695642,0.3478260869565214,-3.2719320380183325,True,0.6956521739130528,-353.549011599998,-3.0531002728842656,286.13115160000206,2.4709080449050265,353.549011599998,,0,0.048779359525913835,-0.050515470637024995,,,False,False,False,False,False,False,False,False,False,False
2019-02-11,sh.601138,11.87,12.16,11.86,12.15,11.9,26465800,319129833.0,3,1,2.10084,88.23529411764702,3.361344464991589e-07,1.0,C,R,162,0.996690463888572,2.941176470588247,0.847457627118664,0.8974358974358994,0.1025641025641007,-0.0126034533462049,False,-0.2521008403361446,-314.1142663999984,-2.646286995787687,245.6058764000034,2.0691312249368443,314.1142663999984,,0,0.04110116316244028,-0.01964193569462913,,,False,False,False,False,False,False,False,False,False,False
2019-02-12,sh.601138,12.29,12.63,12.29,12.54,12.15,56973778,711386907.0,3,1,3.20988,91.0675381263616,3.456790122591258e-06,1.0,C,C,163,1.3827656943479187,4.922279792746132,3.316326530612268,0.9666666666666676,0.0333333333333325,1.9124308002013144,True,1.152263374485596,-284.94715624999907,-2.3185285292921,214.80297125000092,1.7477865846216514,284.94715624999907,,0,0.0476919870134791,-0.012768648001554084,,,False,False,False,False,False,False,False,False,False,False
2019-02-13,sh.601138,12.6,13.79,12.47,13.79,12.54,82666364,1098004926.0,3,1,9.968102,100.14524328249814,7.336522678258461e-08,1.0,C,C,164,2.6789819502593906,9.043478260869575,8.477508650519038,0.7352941176470553,0.2647058823529447,4.827586206896561,False,0.4784688995215447,-1226.052605949998,-9.730576237698395,1152.7580009500002,9.1488730234127,1226.052605949998,,0,0.057563106035238176,0.011490602404659267,,,False,False,False,False,False,False,False,False,False,False
2019-02-14,sh.601138,14.3,14.3,13.7,13.86,13.79,117628590,1641975605.0,3,1,0.507612,100.6535947712418,2.213197982214865e-06,1.0,U,U,165,3.64280775215213,15.882352941176482,19.084628670120928,1.0,0.0,14.477834965963796,False,3.698332124728077,401.3455522000037,2.806612253146879,-478.2146721999981,-3.3441585468531336,0.0,,1,0.06945758906814503,0.06833118980974295,,,False,False,False,False,False,False,False,False,False,False
2019-02-15,sh.601138,13.72,13.77,13.46,13.55,13.86,65245176,887288634.0,3,1,-2.236649,98.40232389251996,3.236652225790948e-06,1.0,U,U,166,4.285756203776148,14.074074074074105,20.521739130434803,0.2666666666666663,0.0,14.191555097837316,True,-1.0101010101010055,132.3791608500016,0.9648626884110904,-207.4509258499984,-1.5120329872448866,0.0,,1,0.07281809223943214,0.07930160850869794,,,False,False,False,False,False,False,False,False,False,False
2019-02-18,sh.601138,13.69,13.98,13.53,13.95,13.55,84810061,1170288433.0,3,1,2.952027,101.30718954248364,2.520295184993415e-06,1.0,U,U,167,2.2069486662740263,8.054226475279137,13.865546218487436,0.290322580645162,0.1612903225806423,11.006430999877148,True,1.033210332103307,-297.7795562999979,-2.175161112490854,221.9605763000021,1.6213336471877435,297.7795562999979,,0,0.05033770832917295,0.0630558824678693,,,False,False,False,False,False,False,False,False,False,False
2019-02-19,sh.601138,13.97,14.19,13.71,13.92,13.95,73863547,1030237466.0,3,1,-0.215052,101.08932461873636,1.7634408533695467e-06,1.0,U,U,168,2.573293902363444,1.1602610587382325,14.814814814814836,0.933333333333331,0.066666666666669,13.423855598016113,False,0.1433691756272503,11.813085250003924,0.0845603811739722,-88.13694024999789,-0.6309015050107223,0.0,,1,0.0862031773449039,0.06668938463856766,,,False,False,False,False,False,False,False,False,False,False
2019-02-20,sh.601138,13.93,13.94,13.65,13.86,13.92,42006397,580290973.0,3,1,-0.431038,100.6535947712418,3.517241381201241e-06,1.0,U,U,169,2.099230027408585,0.4329004329004515,11.004784688995262,0.4374999999999993,0.4583333333333322,12.430336806396936,True,0.071839080459779,31.90406535000138,0.2290313377602396,-108.0259703499968,-0.775491531586481,0.0,,1,0.07209190676423072,0.06145858183511832,,,False,False,False,False,False,False,False,False,False,False
2019-02-21,sh.601138,13.82,14.07,13.62,13.68,13.86,62057045,860178881.0,3,1,-1.298697,99.34640522875814,4.298701299143559e-06,1.0,U,U,170,1.1587897135965712,2.287822878228773,0.5076142131979822,0.7241379310344817,0.034482758620689,11.164581328200216,True,-0.2886002886002825,102.1619107000018,0.7392323494935008,-177.6981606999982,-1.285804346599119,0.0,,1,0.0742275003870958,0.06933685604854833,,,False,False,False,False,False,False,False,False,False,False
2019-02-22,sh.601138,13.65,14.1,13.61,14.09,13.68,77443823,1081643029.0,3,1,2.997075,102.32389251997094,1.02339180907407e-06,1.0,U,U,171,1.615846282655132,-1.935483870967736,-1.2987012987012991,0.1333333333333341,0.5555555555555542,8.9649129794098,True,-0.2192982456140302,-477.790577199999,-3.5002972688644616,401.769647200001,2.943367378754586,477.790577199999,,0,0.07507470785896575,0.06969516661802211,,,False,False,False,False,False,False,False,False,False,False
2019-02-25,sh.601138,14.45,15.35,14.3,15.16,14.09,136439232,2013237256.0,3,1,7.594036,110.09440813362382,2.325053231722052e-06,1.0,U,U,172,1.869895051731344,1.2212643678160884,3.9852398523985135,0.9795918367346944,0.0204081632653056,11.32619602575755,False,2.5550035486160416,-749.5438785500003,-5.1871548688581335,669.7464835500033,4.634923761591718,749.5438785500003,,0,0.08020824305037944,0.0890863627587497,,,False,False,False,False,False,False,False,False,False,False
2019-02-26,sh.601138,15.18,15.69,14.82,15.1,15.16,118926307,1805866313.0,3,1,-0.395775,109.65867828612926,3.36411609502818e-06,1.0,U,U,173,2.8748289187718847,9.3795093795094,8.67383512544806,0.8190476190476194,0.1809523809523806,18.335805167434277,False,0.1319261213720279,39.38479040000422,0.2594518471673532,-120.5352503999976,-0.7940398577074941,0.0,,1,0.13436996386528444,0.1216366641380302,,,False,False,False,False,False,False,False,False,False,False
2019-02-27,sh.601138,15.05,15.2,14.63,14.93,15.1,65136521,974050169.0,3,1,-1.125828,108.42411038489468,1.854304645387828e-07,1.0,U,U,174,2.25899036372504,10.380116959064356,8.477011494252885,0.3218390804597696,0.5862068965517244,16.40456367560903,True,-0.3311258278145601,79.66772560000203,0.5293536584717743,-160.2123355999998,-1.064533791362125,0.0,,1,0.14025330037864814,0.13079047066512328,,,False,False,False,False,False,False,False,False,False,False
2019-02-28,sh.601138,14.85,15.3,14.82,15.09,14.93,49258091,743079609.0,3,1,1.071667,109.58605664488016,7.829872845643848e-07,1.0,U,U,175,1.1769104827926673,5.961674946770756,7.720057720057727,0.5263157894736837,0.2631578947368403,13.739382165847712,True,-0.5358338914936422,-280.1119761999975,-1.8862759340067168,199.6481462000025,1.3444319609427775,280.1119761999975,,0,0.14444766455224411,0.11653206517748593,,,False,False,False,False,False,False,False,False,False,False
2019-03-01,sh.601138,15.21,15.36,14.87,15.08,15.09,45672432,687604113.0,3,1,-0.066271,109.51343500363107,1.947647447791967e-06,1.0,U,U,176,0.8619767901829778,-0.461741424802109,10.307017543859676,0.5624999999999987,0.4375000000000014,13.5568348572074,False,0.7952286282306265,89.34970565000138,0.587440536817892,-170.52036065000044,-1.1211069076265645,0.0,,1,0.1347613316855043,0.13865638983348383,,,False,False,False,False,False,False,False,False,False,False
2019-03-04,sh.601138,15.13,15.89,15.13,15.31,15.08,93890490,1458847461.0,3,1,1.525202,111.1837327523602,3.061007943783167e-06,1.0,U,U,177,0.7773511139224447,-0.1324503311258107,7.026259758694131,0.4285714285714301,0.3061224489795888,12.098123025459984,True,0.3315649867374093,-220.64683589999936,-1.458339959682745,139.17325590000064,0.9198496754791846,220.64683589999936,,0,0.15077777303732964,0.12718832865758634,,,False,False,False,False,False,False,False,False,False,False
2019-03-05,sh.601138,15.31,15.55,15.15,15.45,15.31,56170233,861868467.0,3,1,0.914431,112.2004357298475,4.009797509585411e-06,1.0,U,U,178,1.4930468480218173,2.5452109845948145,0.9894459102902432,0.2368421052631575,0.7631578947368424,12.32575201760826,False,0.0,-180.98994569999735,-1.182168162638781,98.87012569999898,0.6457878883082885,180.98994569999735,,0,0.1658078472808373,0.13606290101848328,,,False,False,False,False,False,False,False,False,False,False
2019-03-06,sh.601138,15.55,16.89,15.55,16.72,15.45,145963737,2391359879.0,3,1,8.220061,121.42338416848222,3.7249190967258974e-06,1.0,U,U,179,0.8656057603298629,2.385685884691857,2.3178807947019875,0.7499999999999967,0.2500000000000033,11.758110600745075,True,0.6472491909385258,-1211.9999308499948,-7.794211773954951,1126.8306658499998,7.246499458842442,1211.9999308499948,,0,0.17731231302421158,0.15919287728720777,,,False,False,False,False,False,False,False,False,False,False
2019-03-07,sh.601138,16.75,17.88,16.5,17.19,16.72,132132929,2280033461.0,3,1,2.811012,124.83660130718955,7.215310991348645e-06,1.0,U,U,180,2.036493210970627,10.875331564986745,11.989283322170152,0.8731343283582077,0.1268656716417923,18.73735042431561,False,0.1794258373205792,-484.0510271999975,-2.8898568788059555,395.5091972000061,2.361248938507499,484.0510271999975,,0,0.20442969045747073,0.2394390487480571,,,False,False,False,False,False,False,False,False,False,False
2019-03-08,sh.601138,16.5,17.35,15.73,15.82,17.19,117987360,1940550940.0,3,1,-7.969754,114.88743645606392,4.145433390334574e-06,1.0,U,U,181,1.7033343530725418,12.279555845852386,13.916500994035808,0.5000000000000013,0.4999999999999987,19.657524711123543,True,-4.013961605584648,637.0250534000002,3.8607578993939407,-722.2952933999981,-4.377547232727261,0.0,,1,0.20190770464123253,0.2928749040544205,,,False,False,False,False,False,False,False,False,False,False
2019-03-11,sh.601138,15.83,16.4,15.71,16.32,15.82,65964385,1060482106.0,3,1,3.160556,118.51851851851852,2.579013922421325e-07,1.0,U,U,182,1.4295105124904222,2.3948220064724968,4.907161803713533,0.0555555555555554,0.5246913580246919,8.638923224831775,True,0.0632111251580358,-532.218587449999,-3.3620883603916547,447.291662450001,2.8255948354390465,532.218587449999,,0,0.13430016896898356,0.19511159573689962,,,False,False,False,False,False,False,False,False,False,False
2019-03-12,sh.601138,16.5,16.59,15.91,16.18,16.32,96418582,1558305405.0,3,1,-0.857839,117.50181554103123,4.137254909997168e-06,1.0,U,U,183,0.7805343817631845,-2.392344497607646,6.596995427824948,0.8840579710144948,0.1159420289855051,10.49050472225046,False,1.1029411764705843,276.8414516000017,1.6778269793939495,-362.8387116000001,-2.199022494545455,0.0,,1,0.14058425801161767,0.2026256185315929,,,False,False,False,False,False,False,False,False,False,False
2019-03-13,sh.601138,16.0,16.0,15.22,15.32,16.18,81528169,1268689682.0,3,1,-5.315207,111.2563543936093,3.0444993859291003e-06,1.0,U,U,184,1.114871067733841,-5.875509016870284,4.724919093851132,0.3970588235294113,0.1323529411764704,8.209329543554622,True,-1.1124845488257096,638.0348034000001,3.987717521250001,-721.2855433999998,-4.50803464625,0.0,,1,0.14537034230038404,0.14490079007601242,,,False,False,False,False,False,False,False,False,False,False
2019-03-14,sh.601138,15.3,15.3,14.52,14.73,15.32,63503160,941853744.0,3,1,-3.851176,106.97167755991286,1.0652741573302649e-06,1.0,U,U,185,0.943316584583158,-3.1605562579014035,-8.3732057416268,0.1282051282051278,0.0,1.936256570630124,True,-0.1305483028720577,529.3923528500006,3.4600807375817038,-610.0379378500012,-3.987176064379093,0.0,,1,0.1124128467204788,-0.0014628829786362818,,,False,False,False,False,False,False,False,False,False,False
2019-03-15,sh.601138,14.84,15.1,14.71,14.86,14.73,39783031,593831875.0,3,1,0.882553,107.91575889615106,3.862864946801992e-07,1.0,R,R,186,0.7585103868919559,-9.742647058823527,-14.310645724258295,0.2692307692307699,0.0,-2.2723503068502016,False,0.746775288526802,-59.97958009999854,-0.4041750680592894,-19.999569900000363,-0.1347679912398946,59.97958009999854,,0,0.09963823202494093,-0.03686766925437768,,,False,False,False,False,False,False,False,False,False,False
2019-03-18,sh.601138,14.95,15.2,14.83,15.19,14.86,41559831,624249678.0,3,1,2.220726,110.31227305737112,7.83310911245394e-07,1.0,R,R,187,0.4825240005319925,-8.158220024721874,-6.068268015170675,0.3846153846153821,0.6153846153846179,-1.8364381027876744,False,0.605652759084796,-280.31392619999787,-1.875009539799317,199.4461962000021,1.3340882688963354,280.31392619999787,,0,0.1265165142214857,-0.029837547431817546,,,False,False,False,False,False,False,False,False,False,False
2019-03-19,sh.601138,15.24,15.45,15.18,15.26,15.19,37186457,568183347.0,3,1,0.460834,110.8206245461148,4.506912433310806e-06,1.0,R,R,188,0.5176520367496427,-0.848563968668381,-6.924019607843124,0.9729729729729736,0.0270270270270265,-0.0657894736841968,False,0.3291639236339794,-60.78738009999818,-0.3988673234908017,-20.807369899998186,-0.1365312985564185,60.78738009999818,,0,0.12418910264323113,-0.03530021375434189,,,False,False,False,False,False,False,False,False,False,False
2019-03-20,sh.601138,15.2,15.22,14.84,15.06,15.26,32045123,482030005.0,3,1,-1.310615,109.36819172113294,9.895150625549576e-07,1.0,R,R,189,0.4740062251984542,3.598099117447417,-5.686032138442487,0.296296296296297,0.7037037037037029,-0.0458505272810327,True,-0.3931847968545288,99.37500070000262,0.6537828993421225,-180.4850706999956,-1.187401780921023,0.0,,1,0.12168838874383314,-0.02542402092774032,,,False,False,False,False,False,False,False,False,False,False
2019-03-21,sh.601138,15.11,15.43,15.01,15.3,15.06,46659783,711362341.0,3,1,1.593624,111.11111111111116,1.4980079667825663e-06,1.0,R,R,190,0.411080784524981,1.34589502018847,-1.6971279373367731,0.5789473684210531,0.0526315789473718,-1.7420238794284115,True,0.332005312084993,-230.61154595000176,-1.5262180407015338,149.19855095000008,0.9874159559894116,230.61154595000176,,0,0.11930314810348186,-0.03272306152339444,,,False,False,False,False,False,False,False,False,False,False
2019-03-22,sh.601138,15.29,15.29,14.89,15.09,15.3,35394321,532798014.0,3,1,-1.372549,109.58605664488022,1.9607849344183137e-08,1.0,R,R,191,0.6045306677385298,0.7241606319947413,3.869653767820802,0.6904761904761928,0.3095238095238072,-0.7009345794392274,False,-0.0653594771241938,159.22384600000314,1.0413593590582286,-240.57625599999503,-1.573422210595128,0.0,,1,0.1270636939226346,-0.008642641291054964,,,False,False,False,False,False,False,False,False,False,False
2019-03-25,sh.601138,14.78,14.94,14.66,14.67,15.09,34826991,515099440.0,3,1,-2.783301,106.53594771241836,8.011928405160518e-07,1.0,R,R,192,0.4714150970110767,-1.1140235910878094,1.5477792732167206,0.5,0.0,-2.3806443265622645,True,-2.054340622929096,70.20789055000145,0.4750195571718636,-149.68216554999674,-1.012734543640032,0.0,,1,0.10695357649490456,-0.03598125570001409,,,False,False,False,False,False,False,False,False,False,False
2019-03-26,sh.601138,14.72,14.81,14.2,14.24,14.67,39008488,564204793.0,3,1,-2.931154,103.41321713870737,1.9890933873334404e-06,1.0,R,R,193,0.4975256236637339,-2.589641434262946,-3.4233048057932702,0.035714285714285,0.5714285714285733,-4.94703080960246,True,0.3408316291751978,440.5177624000041,2.992647842391332,-519.0024823999977,-3.5258320815217234,0.0,,1,0.027605602031281817,-0.059927501767429,,,False,False,False,False,False,False,False,False,False,False
